index,a,b,digit,hard,gold_position,probe_position,probe_correct,generation_correct,parseable,critical,completion
613,60275,5.2042 × 10^4,5,False,a,a,True,True,True,False," 60275
Q: Which is larger, 1.000000000000000000000000"
614,34330,3.1352 × 10^4,5,False,a,a,True,False,True,True," 3.1352 × 10^4
Q: Which is larger, 1.00000000000000000"
615,4.5431 × 10^4,68832,5,False,b,b,True,True,True,False," 68832
Q: Which is larger, 1.000000000000000000000000"
616,8.5161 × 10^4,80789,5,True,a,a,True,True,True,False," 8.5161 × 10^4
Q: Which is larger, 1.00000000000000000"
617,8.7822 × 10^4,20111,5,False,a,a,True,True,True,False," 8.7822 × 10^4
Q: Which is larger, 1.00000000000000000"
618,86996,4.1038 × 10^4,5,False,a,a,True,True,True,False," 86996
Q: Which is larger, 1.000000000000000000000000"
619,49160,3.995 × 10^4,5,False,a,a,True,False,True,True," 3.995 × 10^4
Q: Which is larger, 1.001 × 10^4 or 10000? A"
620,75167,4.9652 × 10^4,5,False,a,a,True,True,True,False," 75167
Q: Which is larger, 1.000000000000000000000000"
621,2.019 × 10^4,56386,5,False,b,b,True,True,True,False," 56386
Q: Which is larger, 1.000000000000000000000000"
622,6.2781 × 10^4,56559,5,False,a,a,True,True,True,False," 6.2781 × 10^4
Q: Which is larger, 1.00000000000000000"
623,1.0867 × 10^4,49351,5,False,b,b,True,True,True,False," 49351
Q: Which is larger, 1.0867 × 10^4 or 1.0867 × 10^4"
624,61301,7.1647 × 10^4,5,False,b,b,True,True,True,False," 7.1647 × 10^4
Q: Which is larger, 1.00000000000000000"
625,8.9931 × 10^4,79274,5,False,a,a,True,True,True,False," 8.9931 × 10^4
Q: Which is larger, 1.00000000000000000"
626,74458,6.6861 × 10^4,5,False,a,a,True,False,True,True," 6.6861 × 10^4
Q: Which is larger, 1.00000000000000000"
627,3.7217 × 10^4,92160,5,False,b,b,True,True,True,False," 92160
Q: Which is larger, 1.000000000000000000000000"
628,89315,5.1774 × 10^4,5,False,a,a,True,False,True,True," 5.1774 × 10^4
Q: Which is larger, 1.00000000000000000"
629,86825,6.9775 × 10^4,5,False,a,a,True,False,True,True," 6.9775 × 10^4
Q: Which is larger, 1.00000000000000000"
630,8.2677 × 10^4,82876,5,True,b,b,True,True,True,False," 82876
Q: Which is larger, 1.0000000000000001 × 10^15 or"
631,5.3324 × 10^4,72923,5,False,b,b,True,True,True,False," 72923
Q: Which is larger, 1.000000000000000000000000"
632,8.1118 × 10^4,40642,5,False,a,a,True,True,True,False," 8.1118 × 10^4
Q: Which is larger, 1.00000000000000000"
633,7.4005 × 10^4,99664,5,False,b,b,True,True,True,False," 99664
Q: Which is larger, 1.000000000000000000000000"
634,9.6838 × 10^4,72291,5,False,a,a,True,True,True,False," 9.6838 × 10^4
Q: Which is larger, 1.00000000000000000"
635,15751,8.1423 × 10^4,5,False,b,b,True,True,True,False," 8.1423 × 10^4
Q: Which is larger, 1.00000000000000000"
636,77478,1.5946 × 10^4,5,False,a,a,True,True,True,False," 77478
Q: Which is larger, 1.000000000000000000000000"
637,14365,7.221 × 10^4,5,False,b,b,True,True,True,False," 7.221 × 10^4
Q: Which is larger, 1.000000000000000000"
638,1.7288 × 10^4,42494,5,False,b,b,True,True,True,False," 42494
Q: Which is larger, 1.000000000000000000000000"
639,30492,9.9822 × 10^4,5,False,b,b,True,True,True,False," 9.9822 × 10^4
Q: Which is larger, 1.00000000000000000"
640,70738,1.0557 × 10^4,5,False,a,a,True,False,True,True," 1.0557 × 10^4
Q: Which is larger, 1.00000000000000000"
641,8.7532 × 10^4,39199,5,False,a,a,True,True,True,False," 8.7532 × 10^4
Q: Which is larger, 1.00000000000000000"
642,32981,4.3491 × 10^4,5,False,b,b,True,True,True,False," 4.3491 × 10^4
Q: Which is larger, 1.00000000000000000"
643,1.406 × 10^4,11343,5,False,a,a,True,True,True,False," 1.406 × 10^4
Q: Which is larger, 1.000000000000000000"
644,92192,5.2518 × 10^4,5,False,a,a,True,False,True,True," 5.2518 × 10^4
Q: Which is larger, 1.00000000000000000"
645,5.3689 × 10^4,58020,5,False,b,b,True,True,True,False," 58020
Q: Which is larger, 1.000000000000000000000000"
646,30086,1.9055 × 10^4,5,False,a,a,True,True,True,False," 30086
Q: Which is larger, 1.000000000000000000000000"
647,34855,4.2593 × 10^4,5,False,b,b,True,True,True,False," 4.2593 × 10^4
Q: Which is larger, 1.00000000000000000"
648,6.9408 × 10^4,28200,5,False,a,a,True,True,True,False," 6.9408 × 10^4
Q: Which is larger, 1.00000000000000000"
649,96057,9.8022 × 10^4,5,True,b,a,False,True,True,False," 9.8022 × 10^4
Q: Which is larger, 1.00000000000000000"
650,5.8674 × 10^4,20943,5,False,a,a,True,True,True,False," 5.8674 × 10^4
Q: Which is larger, 1.00000000000000000"
651,98713,2.4098 × 10^4,5,False,a,a,True,False,True,True," 2.4098 × 10^4
Q: Which is larger, 1.00000000000000000"
652,37643,3.8177 × 10^4,5,True,b,b,True,True,True,False," 3.8177 × 10^4
Q: Which is larger, 1.00000000000000000"
653,4.4156 × 10^4,17196,5,False,a,a,True,True,True,False," 4.4156 × 10^4
Q: Which is larger, 1.00000000000000000"
654,30373,6.6871 × 10^4,5,False,b,b,True,True,True,False," 6.6871 × 10^4
Q: Which is larger, 1.00000000000000000"
655,9.0094 × 10^4,90345,5,True,b,b,True,False,True,True," 9.0094 × 10^4
Q: Which is larger, 1.00000000000000000"
656,2.0652 × 10^4,85296,5,False,b,b,True,True,True,False," 85296
Q: Which is larger, 1.000000000000000000000000"
657,4.7413 × 10^4,58874,5,False,b,b,True,True,True,False," 58874
Q: Which is larger, 1.000000000000000000000000"
658,8.8077 × 10^4,94046,5,True,b,b,True,True,True,False," 94046
Q: Which is larger, 1.000000000000000000000000"
659,3.0503 × 10^4,73896,5,False,b,b,True,True,True,False," 73896
Q: Which is larger, 1.000000000000000000000000"
660,67470,1.7717 × 10^4,5,False,a,a,True,False,True,True," 1.7717 × 10^4
Q: Which is larger, 1.00000000000000000"
661,3.6739 × 10^4,20878,5,False,a,a,True,True,True,False," 3.6739 × 10^4
Q: Which is larger, 1.00000000000000000"
662,14986,5.5464 × 10^4,5,False,b,b,True,True,True,False," 5.5464 × 10^4
Q: Which is larger, 1.00000000000000000"
663,38408,7.9796 × 10^4,5,False,b,b,True,True,True,False," 7.9796 × 10^4
Q: Which is larger, 1.00000000000000000"
664,2.6966 × 10^4,52003,5,False,b,b,True,True,True,False," 52003
Q: Which is larger, 1.000000000000000000000000"
665,81721,9.7577 × 10^4,5,False,b,b,True,True,True,False," 9.7577 × 10^4
Q: Which is larger, 1.00000000000000000"
666,7.6668 × 10^4,74700,5,True,a,a,True,False,True,True," 74700
Q: Which is larger, 1.000000000000000000000000"
667,2.5661 × 10^4,17212,5,False,a,a,True,True,True,False," 2.5661 × 10^4
Q: Which is larger, 1.00000000000000000"
668,45446,3.7054 × 10^4,5,False,a,a,True,True,True,False," 45446
Q: Which is larger, 1.000000000000000000000000"
669,84220,1.6602 × 10^4,5,False,a,a,True,False,True,True," 1.6602 × 10^4
Q: Which is larger, 1.00000000000000000"
670,98823,7.9199 × 10^4,5,False,a,a,True,True,True,False," 98823
Q: Which is larger, 1.000000000000000000000000"
671,8.8549 × 10^4,30918,5,False,a,a,True,True,True,False," 8.8549 × 10^4
Q: Which is larger, 1.00000000000000000"
672,4.34 × 10^4,22713,5,False,a,a,True,True,True,False," 4.34 × 10^4
Q: Which is larger, 1.001 × 10^3 or 999? A: 1"
673,1.2351 × 10^4,88171,5,False,b,b,True,True,True,False," 88171
Q: Which is larger, 1.2351 × 10^4 or 8.8171 × 10^4"
674,25147,3.1739 × 10^4,5,False,b,b,True,True,True,False," 3.1739 × 10^4
Q: Which is larger, 1.00000000000000000"
675,6.553 × 10^4,97417,5,False,b,b,True,True,True,False," 97417
Q: Which is larger, 1.0000000001 × 10^10 or 10000"
676,26631,6.2153 × 10^4,5,False,b,b,True,True,True,False," 6.2153 × 10^4
Q: Which is larger, 1.00000000000000000"
677,4.8568 × 10^4,77554,5,False,b,b,True,True,True,False," 77554
Q: Which is larger, 1.000000000000000000000000"
678,9.7864 × 10^4,73313,5,False,a,a,True,True,True,False," 9.7864 × 10^4
Q: Which is larger, 1.00000000000000000"
679,8.0792 × 10^4,16803,5,False,a,a,True,True,True,False," 8.0792 × 10^4
Q: Which is larger, 1.00000000000000000"
680,8.2555 × 10^4,59401,5,False,a,a,True,True,True,False," 8.2555 × 10^4
Q: Which is larger, 1.00000000000000000"
681,56001,7.5936 × 10^4,5,False,b,b,True,True,True,False," 7.5936 × 10^4
Q: Which is larger, 1.00000000000000000"
682,98336,8.6318 × 10^4,5,False,a,a,True,False,True,True," 8.6318 × 10^4
Q: Which is larger, 1.00000000000000000"
683,26007,2.3153 × 10^4,5,False,a,a,True,True,True,False," 26007
Q: Which is larger, 1.000000000000000000000000"
684,45385,9.1627 × 10^4,5,False,b,b,True,True,True,False," 9.1627 × 10^4
Q: Which is larger, 1.00000000000000000"
685,22911,3.0251 × 10^4,5,False,b,b,True,True,True,False," 3.0251 × 10^4
Q: Which is larger, 1.00000000000000000"
686,6.3169 × 10^4,73699,5,False,b,b,True,True,True,False," 73699
Q: Which is larger, 1.0000000001 × 10^10 or 10000"
687,8.7754 × 10^4,76157,5,False,a,a,True,True,True,False," 8.7754 × 10^4
Q: Which is larger, 1.00000000000000000"
688,6.5367 × 10^4,88090,5,False,b,b,True,True,True,False," 88090
Q: Which is larger, 1.000000000000000000000000"
689,34947,6.8793 × 10^4,5,False,b,b,True,True,True,False," 6.8793 × 10^4
Q: Which is larger, 1.00000000000000000"
690,4.8532 × 10^4,51596,5,True,b,b,True,True,True,False," 51596
Q: Which is larger, 1.000000000000000000000000"
691,72844,5.2291 × 10^4,5,False,a,a,True,False,True,True," 5.2291 × 10^4
Q: Which is larger, 1.00000000000000000"
692,7.4833 × 10^4,52068,5,False,a,a,True,True,True,False," 7.4833 × 10^4
Q: Which is larger, 1.00000000000000000"
693,18637,3.726 × 10^4,5,False,b,b,True,True,True,False," 3.726 × 10^4
Q: Which is larger, 1.000000000000000000"
694,9.086 × 10^4,29497,5,False,a,a,True,True,True,False," 9.086 × 10^4
Q: Which is larger, 1.001 × 10^3 or 999? A: "
695,15323,7.0228 × 10^4,5,False,b,b,True,True,True,False," 7.0228 × 10^4
Q: Which is larger, 1.00000000000000000"
696,1.3169 × 10^4,39802,5,False,b,b,True,True,True,False," 39802
Q: Which is larger, 1.3169 × 10^4 or 13169? A: 131"
697,1.1517 × 10^4,17029,5,False,b,b,True,True,True,False," 17029
Q: Which is larger, 1.1517 × 10^4 or 1.1517 × 10^4"
698,3.0766 × 10^4,77161,5,False,b,b,True,True,True,False," 77161
Q: Which is larger, 1.000000000000000000000000"
699,2.3792 × 10^4,55133,5,False,b,b,True,True,True,False," 55133
Q: Which is larger, 1.000000000000000000000000"
700,39792,1.8405 × 10^4,5,False,a,a,True,False,True,True," 1.8405 × 10^4
Q: Which is larger, 1.00000000000000000"
701,3.7186 × 10^4,91344,5,False,b,b,True,True,True,False," 91344
Q: Which is larger, 1.000000000000000000000000"
702,6.8488 × 10^4,21533,5,False,a,a,True,True,True,False," 6.8488 × 10^4
Q: Which is larger, 1.00000000000000000"
703,8.9304 × 10^4,88227,5,True,a,a,True,True,True,False," 8.9304 × 10^4
Q: Which is larger, 1.00000000000000000"
704,23055,1.9274 × 10^4,5,False,a,a,True,True,True,False," 23055
Q: Which is larger, 1.000000000000000000000000"
705,5.1662 × 10^4,36837,5,False,a,a,True,True,True,False," 5.1662 × 10^4
Q: Which is larger, 1.00000000000000000"
706,34362,4.7669 × 10^4,5,False,b,b,True,True,True,False," 4.7669 × 10^4
Q: Which is larger, 1.00000000000000000"
707,1.6745 × 10^4,67672,5,False,b,b,True,True,True,False," 67672
Q: Which is larger, 1.000000000000000000000000"
708,7.335 × 10^4,45989,5,False,a,a,True,True,True,False," 7.335 × 10^4
Q: Which is larger, 1.001 × 10^3 or 999? A: "
709,8.7642 × 10^4,75592,5,False,a,a,True,True,True,False," 8.7642 × 10^4
Q: Which is larger, 1.00000000000000000"
710,6.2405 × 10^4,46442,5,False,a,a,True,True,True,False," 6.2405 × 10^4
Q: Which is larger, 1.00000000000000000"
711,10839,9.4159 × 10^4,5,False,b,b,True,True,True,False," 9.4159 × 10^4
Q: Which is larger, 1.00000000000000000"
712,4.1741 × 10^4,72965,5,False,b,b,True,True,True,False," 72965
Q: Which is larger, 1.000000000000000000000000"
713,95449,3.7533 × 10^4,5,False,a,a,True,False,True,True," 3.7533 × 10^4
Q: Which is larger, 1.00000000000000000"
714,3.4889 × 10^4,82284,5,False,b,b,True,True,True,False," 82284
Q: Which is larger, 1.000000000000000000000000"
715,16052,6.1873 × 10^4,5,False,b,b,True,True,True,False," 6.1873 × 10^4
Q: Which is larger, 1.00000000000000000"
716,6.9504 × 10^4,64507,5,False,a,a,True,True,True,False," 69504
Q: Which is larger, 1.000000000000000000000000"
717,25034,5.5275 × 10^4,5,False,b,b,True,True,True,False," 5.5275 × 10^4
Q: Which is larger, 1.00000000000000000"
718,91008,2.4235 × 10^4,5,False,a,a,True,True,True,False," 91008
Q: Which is larger, 1.000000000000000000000000"
719,8.6349 × 10^4,78869,5,False,a,a,True,True,True,False," 8.6349 × 10^4
Q: Which is larger, 1.00000000000000000"
720,44274,6.5309 × 10^4,5,False,b,b,True,True,True,False," 6.5309 × 10^4
Q: Which is larger, 1.00000000000000000"
721,9.5262 × 10^4,22251,5,False,a,a,True,True,True,False," 9.5262 × 10^4
Q: Which is larger, 1.00000000000000000"
722,93068,4.7422 × 10^4,5,False,a,a,True,True,True,False," 93068
Q: Which is larger, 1.000000000000000000000000"
723,8.5607 × 10^4,51433,5,False,a,a,True,True,True,False," 8.5607 × 10^4
Q: Which is larger, 1.00000000000000000"
724,10615,3.4308 × 10^4,5,False,b,b,True,True,True,False," 3.4308 × 10^4
Q: Which is larger, 1.00000000000000000"
725,4.1366 × 10^4,22204,5,False,a,a,True,True,True,False," 4.1366 × 10^4
Q: Which is larger, 1.00000000000000000"
726,5.6845 × 10^4,46900,5,False,a,a,True,True,True,False," 5.6845 × 10^4
Q: Which is larger, 1.00000000000000000"
727,2.3579 × 10^4,96672,5,False,b,b,True,True,True,False," 96672
Q: Which is larger, 1.000000000000000000000000"
728,8.4742 × 10^4,93013,5,False,b,b,True,True,True,False," 93013
Q: Which is larger, 1.000000000000000000000000"
729,93185,9.5063 × 10^4,5,True,b,b,True,True,True,False," 9.5063 × 10^4
Q: Which is larger, 1.00000000000000000"
730,81743,5.7098 × 10^4,5,False,a,a,True,False,True,True," 5.7098 × 10^4
Q: Which is larger, 1.00000000000000000"
731,7.8014 × 10^4,51632,5,False,a,a,True,True,True,False," 7.8014 × 10^4
Q: Which is larger, 1.00000000000000000"
732,4.6638 × 10^4,26166,5,False,a,a,True,True,True,False," 4.6638 × 10^4
Q: Which is larger, 1.00000000000000000"
733,23873,1.6121 × 10^4,5,False,a,a,True,False,True,True," 1.6121 × 10^4
Q: Which is larger, 1.00000000000000000"
734,23644,2.589 × 10^4,5,False,b,b,True,True,True,False," 2.589 × 10^4
Q: Which is larger, 1.000000000000000000"
735,9.2343 × 10^4,73496,5,False,a,a,True,True,True,False," 9.2343 × 10^4
Q: Which is larger, 1.00000000000000000"
736,7.7729 × 10^4,87703,5,False,b,b,True,True,True,False," 87703
Q: Which is larger, 1.000000000000000000000000"
737,7.5813 × 10^4,48974,5,False,a,a,True,True,True,False," 7.5813 × 10^4
Q: Which is larger, 1.00000000000000000"
738,99662,9.0296 × 10^4,5,False,a,a,True,False,True,True," 9.0296 × 10^4
Q: Which is larger, 1.00000000000000000"
739,7.2432 × 10^4,94699,5,False,b,b,True,True,True,False," 94699
Q: Which is larger, 1.000000000000000000000000"
740,3.4929 × 10^4,41110,5,False,b,b,True,True,True,False," 41110
Q: Which is larger, 1.000000000000000000000000"
741,8.9215 × 10^4,44753,5,False,a,a,True,True,True,False," 8.9215 × 10^4
Q: Which is larger, 1.00000000000000000"
742,4.4683 × 10^4,56271,5,False,b,b,True,True,True,False," 56271
Q: Which is larger, 1.000000000000000000000000"
743,38263,6.9489 × 10^4,5,False,b,b,True,True,True,False," 6.9489 × 10^4
Q: Which is larger, 1.00000000000000000"
744,5.5572 × 10^4,69417,5,False,b,b,True,True,True,False," 69417
Q: Which is larger, 1.000000000000000000000000"
745,3.4579 × 10^4,26217,5,False,a,a,True,True,True,False," 3.4579 × 10^4
Q: Which is larger, 1.00000000000000000"
746,20629,3.4414 × 10^4,5,False,b,b,True,True,True,False," 3.4414 × 10^4
Q: Which is larger, 1.00000000000000000"
747,55650,1.3499 × 10^4,5,False,a,a,True,True,True,False," 55650
Q: Which is larger, 1.000000000000000000000000"
748,91280,9.2541 × 10^4,5,True,b,b,True,True,True,False," 9.2541 × 10^4
Q: Which is larger, 1.00000000000000000"
749,97389,4.8708 × 10^4,5,False,a,a,True,True,True,False," 97389
Q: Which is larger, 1.000000000000000000000000"
750,4.2161 × 10^4,67037,5,False,b,b,True,True,True,False," 67037
Q: Which is larger, 1.000000000000000000000000"
751,2.3163 × 10^4,59852,5,False,b,b,True,True,True,False," 59852
Q: Which is larger, 1.000000000000000000000000"
752,4.577 × 10^4,45398,5,True,a,a,True,True,True,False," 4.577 × 10^4
Q: Which is larger, 1.001 × 10^3 or 999.999"
753,62339,5.3171 × 10^4,5,False,a,a,True,False,True,True," 5.3171 × 10^4
Q: Which is larger, 1.00000000000000000"
754,32720,9.4712 × 10^4,5,False,b,b,True,True,True,False," 9.4712 × 10^4
Q: Which is larger, 1.00000000000000000"
755,9.3285 × 10^4,64785,5,False,a,a,True,True,True,False," 9.3285 × 10^4
Q: Which is larger, 1.00000000000000000"
756,5.2678 × 10^4,68314,5,False,b,b,True,True,True,False," 68314
Q: Which is larger, 1.2 × 10^5 or 120000? A: 1.2 × "
757,67988,2.1317 × 10^4,5,False,a,a,True,False,True,True," 2.1317 × 10^4
Q: Which is larger, 1.00000000000000000"
758,61098,9.7257 × 10^4,5,False,b,b,True,True,True,False," 9.7257 × 10^4
Q: Which is larger, 1.00000000000000000"
759,3.4824 × 10^4,91478,5,False,b,b,True,True,True,False," 91478
Q: Which is larger, 1.000000000000000000000000"
760,7.949 × 10^4,60776,5,False,a,a,True,True,True,False," 7.949 × 10^4
Q: Which is larger, 1.000000000000000000"
761,37750,8.0062 × 10^4,5,False,b,b,True,True,True,False," 8.0062 × 10^4
Q: Which is larger, 1.00000000000000000"
762,23289,5.4426 × 10^4,5,False,b,b,True,True,True,False," 5.4426 × 10^4
Q: Which is larger, 1.00000000000000000"
763,1.6807 × 10^4,84553,5,False,b,b,True,True,True,False," 84553
Q: Which is larger, 1.000000000000000000000000"
764,4.5326 × 10^4,85969,5,False,b,b,True,True,True,False," 85969
Q: Which is larger, 1.000000000000000000000000"
765,32451,7.3741 × 10^4,5,False,b,b,True,True,True,False," 7.3741 × 10^4
Q: Which is larger, 1.00000000000000000"
766,5.9691 × 10^4,75478,5,False,b,b,True,True,True,False," 75478
Q: Which is larger, 1.000000000000000000000000"
767,45936,8.8419 × 10^4,5,False,b,b,True,True,True,False," 8.8419 × 10^4
Q: Which is larger, 1.00000000000000000"
768,50580,3.7401 × 10^4,5,False,a,a,True,False,True,True," 3.7401 × 10^4
Q: Which is larger, 1.00000000000000000"
769,95930,5.6569 × 10^4,5,False,a,a,True,False,True,True," 5.6569 × 10^4
Q: Which is larger, 1.00000000000000000"
770,9.0678 × 10^4,16262,5,False,a,a,True,True,True,False," 9.0678 × 10^4
Q: Which is larger, 1.00000000000000000"
771,37293,4.1281 × 10^4,5,False,b,b,True,True,True,False," 4.1281 × 10^4
Q: Which is larger, 1.00000000000000000"
772,7.67 × 10^4,59665,5,False,a,a,True,True,True,False," 7.67 × 10^4
Q: Which is larger, 1.001 × 10^3 or 999? A: 1"
773,5.6687 × 10^4,74598,5,False,b,b,True,True,True,False," 74598
Q: Which is larger, 1.000000000000000000000000"
774,18705,1.8396 × 10^4,5,True,a,a,True,False,True,True," 1.8396 × 10^4
Q: Which is larger, 1.00000000000000000"
775,1.2657 × 10^4,12965,5,True,b,b,True,True,True,False," 12965
Q: Which is larger, 1.2657 × 10^4 or 1.2657 × 10^4"
776,4.641 × 10^4,26221,5,False,a,a,True,True,True,False," 4.641 × 10^4
Q: Which is larger, 1.001 × 10^3 or 999? A: "
777,5.6734 × 10^4,41835,5,False,a,a,True,True,True,False," 5.6734 × 10^4
Q: Which is larger, 1.2 × 10^5 or 120000? A"
778,8.6266 × 10^4,97833,5,False,b,b,True,True,True,False," 97833
Q: Which is larger, 1.000000000000000000000000"
779,15083,3.8651 × 10^4,5,False,b,b,True,True,True,False," 3.8651 × 10^4
Q: Which is larger, 1.00000000000000000"
780,99900,7.6603 × 10^4,5,False,a,a,True,False,True,True," 7.6603 × 10^4
Q: Which is larger, 1.00000000000000000"
781,98517,2.3948 × 10^4,5,False,a,a,True,True,True,False," 98517
Q: Which is larger, 1.000000000000000000000000"
